,title,labels
4124,$TRNX Taronis Q Fuels Generates Sales $M,2
4125,$TWLO Twilio beats by $ beats on revs guides Q EPS below consensus revs above consensus guides FY EPS,2
4126,$VOYA - Voya Financial EPS beats by $,2
4127,$VRNS - Varonis EPS beats by $ beats on revenue,2
4128,$WTS - Watts Water Technologies EPS beats by $ beats on revenue,2
4129,$ZYXI - Zynex reports order growth and raises Q and FY revenue outlook,2
4130,com EPS beats by $ beats on revenue,2
4131,AbbVie EPS beats by $ beats on revenue,2
4132,AbbVie leans on new treatments to forecast upbeat profit,2
4133,AbbVie Q EPS $ vs loss per share $,2
4134,Aethlon Medical EPS beats by $ beats on revenue,2
4135,Airbnb business outside US China had $ million profit in,2
4136,Alcon EPS in-line beats on revenue,2
4137,Avantor Q non-GAAP EPS up,2
4138,Avid Tech after upside EPS forecast,2
4139,Becton Dickinson EPS beats by $ beats on revenue,2
4140,Bilibili EPS beats by $ beats on revenue,2
4141,BJs Wholesale Q EPS cents vs cents a year ago,2
4142,BJs Wholesale Q same-store sales up FactSet consensus up,2
4143,BJs Wholesale Q total revenue $ bln vs $ bln a year ago FactSet consensus $ bln,2
4144,Brighthouse Financial EPS beats by $ beats on revenue,2
4145,BrightSphere Investment EPS beats by $ beats on revenue,2
4146,BrightView Holdings EPS beats by $ beats on revenue,2
4147,Bristol-Myers Squibb EPS beats by $ beats on revenue,2
4148,Britannia Q Results Profit Meets Estimates On Lower Tax Expense,2
4149,Buckle posts strong comp for January,2
4150,Canada Goose Holdings EPS beats by C$ beats on revenue,2
4151,Cancom SE Just Recorded A EPS Beat Heres What Analysts Are Forecasting Next,2
4152,Cannabis producer Curaleaf revenue tops analyst expectations,2
4153,Cboe Global Markets EPS beats by $ beats on revenue,2
4154,CDW EPS beats by $ beats on revenue,2
4155,Chegg EPS beats by $ beats on revenue,2
4156,China Distance Education EPS beats by $ beats on revenue,2
4157,CIGNA EPS beats by $ beats on revenue,2
4158,Coach Owner Tapestry Sales Top Estimates Virus Impacts Forecast,2
4159,CORRECT Tapestry Q Coach sales up to $ bln FactSet consensus $ bln,2
4160,CORRECT Tapestry Q Kate Spade sales $ mln vs $ mln FactSet consensus $ mln,2
4161,CORRECT Tapestry Q sales $ bln vs $ bln a year ago FactSet consensus $ bln,2
4162,Curaleaf Q top line up non-GAAP EBITDA up,2
4163,Danaos EPS beats by $ beats on revenue,2
4164,Dave Busters $PLAY reports earnings Total revenues increased to $ million from $ millionNet EP…,2
4165,Defying Soft Automotive Market Outsell Closes With Percent Direct Revenue Increase,2
4166,Delta Air sees revenue up to,2
4167,Deluxe delivered record FY revenue,2
4168,Disney Q Revenue Up,2
4169,Drugmaker Sanofi expects further profit growth from narrowed focus,2
4170,Dunkin Brands Group EPS beats by $ revenue in-line,2
4171,Dynex Capital beats on revenue,2
4172,Estee Lauder EPS beats by $ beats on revenue,2
4173,Estee Lauder Q sales $ bln vs $ bln FactSet consensus $ bln,2
4174,Fiat Chrysler EPS beats by € beats on revenue,2
4175,Fiat Chryslers profit rises ahead of Peugeot merger,2
4176,Fluidigm EPS beats by $ beats on revenue,2
4177,Foresight Autonomous EPS beats by $,2
4178,General Motors Q Profit Beat Estimates Despite Huge Strike Costs,2
4179,Genpact beat estimates in Q,2
4180,Global Logistics Company Agility Reports Over $ Billion Third Quarter Revenues,2
4181,Hanesbrands EPS and revenue in-line,2
4182,Hanesbrands matches profit and sales expectations sets new million share buyback program,2
4183,Hanesbrands Q EPS cents vs cents a year ago FactSet consensus cents,2
4184,Harvest Health Recreation beats on revenue,2
4185,Honda raises profit forecast sticks to Wuhan plant closure schedule,2
4186,Honda raises profit forecast sticks to Wuhan plant schedule,2
4187,i Verticals EPS beats by $ beats on revenue,2
4188,Intercontinental Exchange Q results in-line data revenue,2
4189,IntercontinentalExchange EPS and revenue in-line,2
4190,Investcorp Credit Management BDC NII beats by $ beats on total investment income,2
4191,Investors are betting Chinas central bank will follow others in unleashing large-scale monetary stimulus,2
4192,JinkoSolar Holding EPS beats by $ beats on revenue,2
4193,JinkoSolar shines with Q beat strong shipments guidance,2
4194,Kellogg Q Asia Pacific Middle East and Africa sales up,2
4195,Kellogg Q EPS cents vs per-share loss cents a year ago,2
4196,Kellogg Q organic sales $ bln vs $ bln a year ago FactSet consensus $ bln,2
4197,Kemet EPS beats by $ beats on revenue,2
4198,Kemper EPS beats by $ beats on revenue,2
4199,Kemper Reports Strong Fourth Quarter and Full Year Operating Results,2
4200,Kohls Q same-store sales up FactSet consensus up,2
4201,LAIX beats on revenue,2
4202,Macerich FFO in-line beats on revenue,2
4203,Macys Q adj EPS cents FactSet consensus breakeven,2
4204,Madison Square Garden blows past Q earnings estimates,2
4205,Malibu Boats EPS beats by $ beats on revenue,2
4206,MAXIMUS EPS in-line beats on revenue,2
4207,Medtronic beats profit estimates and raises its forecast again,2
4208,Medtronic EPS beats by $ beats on revenue,2
4209,Mimecast EPS beats by $ beats on revenue,2
4210,Neste tops Q profit dividend forecasts,2
4211,New Residential Investment EPS beats by $ beats on revenue,2
4212,New York Times Q EPS cents vs cents,2
4213,New York Times Q revenue $ mln vs $ mln FactSet consensus $ mln,2
4214,New York Times sees Q subscription revenue up in mid-single digits,2
4215,Nokia posts surprise quarterly profit rise on cost cuts,2
4216,Norwegian Airs January passenger income jumps,2
4217,NTPC Q Results Profit Meets Estimates As Other Income Rises,2
4218,NVIDIA Corporation Just Beat EPS By Heres What Analysts Think Will Happen Next,2
4219,Organigram Posts Positive Adjusted EBITDA For,2
4220,Philip Morris EPS beats by $ beats on revenue,2
4221,Philip Morris Forecasts Higher Profit as IQOS Sales Rise,2
4222,Philip Morris Q sales $ bln vs $ bln FactSet consensus $ bln,2
4223,Plus revenue soars nearly as volatility fuels boom in bets,2
4224,Plus revenue soars nearly as volatility fuels boom in bets,2
4225,Popeyes Sandwich Demand Fuels Profit Beat at Burger King Owner,2
4226,Prestige Brands Holdings EPS beats by $ beats on revenue,2
4227,PriceSmart reports gain in comparable sales,2
4228,Proto Labs EPS and revenue in-line,2
4229,Q sales of Alnylams Onpattro up,2
4230,Rapid EPS beats by $ beats on revenue,2
4231,Restaurant brands beats Popeyes sales surge,2
4232,Results Jack Henry Associates Inc Exceeded Expectations And The Consensus Has Updated Its Estimates,2
4233,RingCentral RNG Q Earnings and Revenues Beat Estimates,2
4234,Samsung the worlds largest smartphone maker predicts it eked out a rise in profit last quarter as the coronavir…,2
4235,Sanofi Sees Profit Rising in,2
4236,Seattle Genetics Smashes Wall Street Estimates in Q but Its Guidance Disappoints,2
4237,Steris EPS beats by $ beats on revenue,2
4238,Tapestry EPS beats by $ beats on revenue,2
4239,Tapestry Q EPS $ vs cents a year ago,2
4240,Target EPS beats by $ beats on revenue,2
4241,Target Q revenue $ bln vs $ bln a year ago FactSet consensus $ bln,2
4242,TJX EPS beats by $ beats on revenue,2
4243,TJX Q EPS cents vs cents a year ago,2
4244,TJX Q HomeGoods same-store sales up FactSet consensus up,2
4245,TJX Q Marmaxx same-store sales up FactSet consensus up,2
4246,TJX Q sales $ bln vs $ bln a year ago FactSet consensus $ bln,2
4247,TJX Q same-store sales up FactSet consensus up,2
4248,TJX Q TJX International same-store sales up FactSet consensus up,2
4249,TJX sees Q same-store sales up -up FactSet consensus up,2
4250,Total beats quarterly forecasts despite low oil price lifts payout,2
4251,Total beats quarterly forecasts despite low oil price raises payout,2
4252,Total beats quarterly forecasts lifts dividends despite low oil price,2
4253,Total Profit Beats Estimates on Rising Oil and Gas Output,2
4254,Total Profit Beats Estimates on Rising Oil and Gas Output,2
4255,Total tops Q earnings outlook as production climbs,2
4256,Toyota lifts annual profit forecast looking at alternate sources for China-made parts,2
4257,Toyota lifts profit outlook mulls alternatives to China-made parts amid virus outbreak,2
4258,Triumph EPS beats by $ beats on revenue,2
4259,Twitter Beats Revenue User Growth Estimates in Fourth Quarter,2
4260,Twitter Beats Revenue User Growth Estimates Shares Rally,2
4261,Twitter quarterly revenue tops $B for first time,2
4262,Twitter reports first quarter of $ billion in revenue,2
4263,Twitter tops expectations with first $ billion quarterly revenue but outlook lags,2
4264,Tyson Foods Q adj EPS $ vs $ a year ago FactSet consensus $,2
4265,Tyson Foods Q EPS $ vs $ a year ago,2
4266,Tyson Foods Q internationalother sales rose to $ mln,2
4267,Tyson Foods Q pork sales rose to $ bln,2
4268,Tyson Foods Q sales $ bln vs $ bln a year ago FactSet consensus $ bln,2
4269,US Xpress EPS beats by $ beats on revenue,2
4270,Umicore reports profit beat on converters recycling,2
4271,UniCredit Profit Gains Momentum as Capital Buffers Improve,2
4272,Upland Software Acquires Localytics Raises Guidance,2
4273,Valens GroWorks Guides To Near-Doubling Of Quarterly Revenue,2
4274,Voya Q beats sees normalized EPS growth in,2
4275,Willis Towers Watson EPS beats by $ beats on revenue,2
4276,Yum Brands Q adj EPS $ vs cents a year ago FactSet consensus cents,2
4277,Yum Brands Q EPS $ vs $ a year ago,2
4278,Yum Brands Q KFC same-store sales up FactSet consensus up,2
4279,Yum Brands Q revenue $ bln vs $ bln FactSet consensus $ bln,2
4280,Yum Brands Q same-store sales up FactSet consensus up,2
4281,Yum Brands Q Taco Bell same-store sales up FactSet consensus up,2
4282,$SGBX holding overnight its a matter of time here Chart looks perfect,2
4283,A sterling surge after the UK election could be short-lived as Brexit gets even more complicated,2
4284,AUDUSD and NZDUSD Fundamental Daily Forecast – Aussie Kiwi Rebound Amid Increasing Demand for Higher Yields,2
4285,AUDUSD NZDUSD USDCNY – Greenback Showing Slight Gains,2
4286,AUDUSD There Could Be Some Upside Once Markets Calm Down,2
4287,Brazilian real spikes after BCB signals rate cut pause,2
4288,Dollar rises as US-China relations worsen over Hong Kong and tariffs,2
4289,Emerging-market currencies offer the best buying opportunity in more than two decades according to Renaissance Cap…,2
4290,EURUSD Daily Forecast – Euro Bounces From Support Area,2
4291,EURUSD Price Forecast – Euro Grind Higher,2
4292,Forex Reserves Soar $ Billion To Touch All-Time High Of $ Billion,2
4293,GBPUSD Full Steam Ahead with Resistance Nearby,2
4294,GBPUSD Price Forecast – British Pound Rallies After Election Results,2
4295,GBPUSD EURGBP USDCAD – Limited Gains for Euro US Dolllar,2
4296,Sterling climbs as Tories extend polling lead,2
4297,Sterling hits a seven-month high as election nears economy MarketScreener,2
4298,Sterling rallies as Tories unite behind Brexit plan,2
4299,Strong Breakout To New Trend High For EURJPY Points To Further Upside,2
4300,The British pound hit two-and-a-half year highs on growing confidence that next weeks UK election will give the C…,2
4301,The pound is ending a tumultuous month on a high note just hours before Britain exits the European Union,2
4302,US Dollar to Strengthen Further Says Ark Capitals Abukarsh,2
4303,US dollar up at Japanese yen,2
4304,XAUUSD Bullish ABC Pattern Aims at $ Resistance,2
4305,The worst is behind us for this cyclical bear market that began two years ago not last month said a Morgan Stan…,2
4306,Things are normalizing ETF market action is encouraging despite economic worries investor says via…,2
4307,⚡️ Wind speeds are up globally Thats good news for renewable energy,2
4308,A return in years makes Hong Kongs benchmark stock index the worlds best,2
4309,A Little Less Trade Uncertainty as Winds Down Economy Week,2
4310,A signal that investors may be ready to take on more risk,2
4311,AutoZone has benefited from a variety of factors such as a healthy US consumer and more older vehicles on the road,2
4312,Blockbusters like ‘Frozen ’ will make Disney the first studio to earn $ billion at the global box office in a si…,2
4313,Buy-the-Dip Becomes Buy Into Strength As Reports Of Virus Treatment Provide New Boost,2
4314,Canada’s ‘Big Six’ banks are staging a comeback,2
4315,Coronavirus update New York possibly near apex markets open the week higher,2
4316,Demand for UK Office Space as Strong as Ever Says JLL UK CEO,2
4317,Economic volatility is at a record low Morning Brief,2
4318,Fifteen days ago the SP was mired in a bear market On Tuesday at least technically it rocketed into a new…,2
4319,Financial markets latched on to figures suggesting that New Yorks coronavirus cases may have plateaued As it is…,2
4320,For decades the US was the unquestioned leader in space travel Now the private space industry is taking off ar…,2
4321,From record Cyber Monday sales to a blowout jobs report these are this weeks top stories,2
4322,Get Excited About US Economy And Stocks – Senate To Regain Tariff Powers,2
4323,Good News for Everyone - Private Equity is Set to Grow at the Stock Markets Expense,2
4324,Growing investor interest in space,2
4325,Heres why Americans will probably spend more than $ billion on Christmas trees this year,2
4326,Highlight We have high confidence that weve seen what we call the internal low for the market Chief…,2
4327,Highlight We have high confidence that weve seen what we call the internal low for the market Chief…,2
4328,Highlight Weve seen video conferencing spike from a couple of hundred thousand monthly active users to over…,2
